100.290	0.009
99.110	0.027
99.110	0.027
99.700	0.009
99.700	0.009
99.700	0.009
99.700	0.009
99.700	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
99.700	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
99.700	0.009
100.290	0.009
99.110	0.027
100.290	0.009
100.290	0.009
99.700	0.009
100.890	0.026
100.890	0.026
99.700	0.009
101.480	0.044
99.700	0.009
99.110	0.027
99.700	0.009
99.700	0.009
99.700	0.009
99.110	0.027
99.700	0.009
99.110	0.027
99.700	0.009
99.110	0.027
99.700	0.009
100.290	0.009
100.290	0.009
100.890	0.026
100.890	0.026
100.290	0.009
100.890	0.026
100.290	0.009
100.890	0.026
100.290	0.009
99.700	0.009
100.290	0.009
100.290	0.009
100.290	0.009
99.110	0.027
100.290	0.009
99.700	0.009
99.700	0.009
100.290	0.009
100.290	0.009
100.290	0.009
101.480	0.044
99.700	0.009
100.290	0.009
99.700	0.009
99.110	0.027
99.700	0.009
99.110	0.027
98.510	0.044
99.700	0.009
99.700	0.009
99.700	0.009
100.290	0.009
99.700	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.890	0.026
100.290	0.009
100.290	0.009
99.700	0.009
99.700	0.009
99.700	0.009
99.700	0.009
100.890	0.026
99.700	0.009
99.110	0.027
100.290	0.009
99.700	0.009
99.700	0.009
100.290	0.009
100.290	0.009
100.890	0.026
100.890	0.026
100.890	0.026
99.110	0.027
99.700	0.009
97.920	0.062
99.700	0.009
99.110	0.027
98.510	0.044
100.290	0.009
99.700	0.009
99.110	0.027
100.290	0.009
99.700	0.009
100.290	0.009
99.700	0.009
100.290	0.009
100.290	0.009
99.700	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
99.700	0.009
99.700	0.009
99.700	0.009
99.110	0.027
100.290	0.009
100.290	0.009
100.290	0.009
100.890	0.026
100.890	0.026
100.890	0.026
101.480	0.044
100.290	0.009
100.290	0.009
99.700	0.009
100.290	0.009
100.290	0.009
99.700	0.009
99.700	0.009
100.290	0.009
100.290	0.009
99.700	0.009
100.290	0.009
99.700	0.009
100.290	0.009
100.890	0.026
100.290	0.009
101.480	0.044
100.890	0.026
100.890	0.026
100.290	0.009
100.290	0.009
99.700	0.009
100.290	0.009
100.290	0.009
99.700	0.009
99.700	0.009
99.700	0.009
99.110	0.027
100.290	0.009
99.700	0.009
100.290	0.009
100.890	0.026
100.890	0.026
100.890	0.026
100.890	0.026
99.110	0.027
99.700	0.009
99.700	0.009
99.700	0.009
99.110	0.027
100.290	0.009
99.110	0.027
99.700	0.009
99.700	0.009
99.700	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.290	0.009
100.890	0.026
100.290	0.009
100.890	0.026
100.290	0.009
100.290	0.009
99.700	0.009
99.700	0.009
100.290	0.009
99.700	0.009
99.700	0.009
100.290	0.009
99.700	0.009
100.290	0.009
99.700	0.009
99.700	0.009
100.890	0.026
99.110	0.027
99.700	0.009
99.700	0.009
99.700	0.009
101.480	0.044
102.670	0.079
102.080	0.062
101.480	0.044
102.670	0.079
100.890	0.026
99.700	0.009
99.700	0.009
99.700	0.009
100.290	0.009
98.510	0.044
100.890	0.026
102.080	0.062
99.110	0.027
97.920	0.062
99.110	0.027
98.510	0.044
100.290	0.009
100.890	0.026
102.080	0.062
101.480	0.044
101.480	0.044
100.890	0.026
100.890	0.026
100.290	0.009
100.290	0.009
101.480	0.044
100.890	0.026
100.290	0.009
101.480	0.044
100.290	0.009
99.700	0.009
99.700	0.009
99.110	0.027
99.110	0.027
100.290	0.009
98.510	0.044
99.110	0.027
99.110	0.027
99.110	0.027
100.290	0.009
